TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
org.View.ReproductionMenu,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,238,0.3,2,18,96,277917,1776955840395,0.2175925925925926,110000000100000000000000000000011101000000000000000000000000000000000000111100011111100000000000000000000000000000000000001111111110000000000000001111111111100000000000000000000000000001100000000000000000111000101111,0.10679611650485436,1101000000000000000000000000000000000111101100110000000000000000000000000000000000000000000000000000000,1.0,111111111111,0,0,12,5,0.14349775784753363,11111111111000000000000000000000000000100000000011111111110000000000000000000000000000000000000111111100000000000011111111111101111101111111111111111101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.0,,1.0,11111,1.0,11111,0.10679611650485436,1101000000000000000000000000000000000111110010010100000000000000000000000000000000000000000000000000000
